,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Distancia_NEW
33749,South Morang,93 Stagecoach Bvd,3,h,681000.0,S,HAR,17/03/2018,20.5,3752.0,3.0,2.0,2.0,632.0,173.0,,Whittlesea City Council,-37.64754,145.09858,Northern Metropolitan,7969.0,22.389791245669663
33750,South Morang,18 Woodruff Rd,4,h,702000.0,S,Barry,17/03/2018,20.5,3752.0,4.0,2.0,2.0,714.0,245.0,2007.0,Whittlesea City Council,-37.62287,145.0906,Northern Metropolitan,7969.0,24.901554143874264
33751,South Yarra,25 Albion St,3,h,2160000.0,S,Jellis,17/03/2018,2.7,3141.0,3.0,2.0,0.0,217.0,175.0,1930.0,Melbourne City Council,-37.84305,144.98701,Southern Metropolitan,14887.0,4.209175105477489
33755,South Yarra,29 Fawkner St,3,h,1950000.0,SA,hockingstuart,17/03/2018,2.7,3141.0,3.0,1.0,0.0,252.0,,,Melbourne City Council,-37.841809999999995,144.98798,Southern Metropolitan,14887.0,4.125239916796243
33764,Springvale,42 Amiel St,3,h,861000.0,S,Stockdale,17/03/2018,20.8,3171.0,3.0,1.0,4.0,743.0,,,Greater Dandenong City Council,-37.94263,145.1575,South-Eastern Metropolitan,7412.0,15.46545809731268
33765,Springvale,6 Ash Gr,3,h,1100000.0,PI,Just,17/03/2018,20.8,3171.0,3.0,1.0,2.0,612.0,,,Greater Dandenong City Council,-37.954370000000004,145.15288999999999,South-Eastern Metropolitan,7412.0,16.160137746173852
33767,Springvale,40 Gove St,3,h,1120000.0,PI,LJ,17/03/2018,20.8,3171.0,3.0,1.0,2.0,875.0,134.0,1950.0,Greater Dandenong City Council,-37.942820000000005,145.15888,South-Eastern Metropolitan,7412.0,15.565413231623252
33768,Springvale,23 Merton St,3,h,753000.0,S,Le,17/03/2018,20.8,3171.0,3.0,1.0,2.0,515.0,,,Greater Dandenong City Council,-37.94839,145.15883,South-Eastern Metropolitan,7412.0,16.008906949842565
33769,Springvale,38 Souter St,3,h,810000.0,S,Harcourts,17/03/2018,20.8,3171.0,3.0,1.0,1.0,581.0,,,Greater Dandenong City Council,-37.951570000000004,145.14031,South-Eastern Metropolitan,7412.0,15.224953258047282
33771,St Albans,25 Bent St,3,h,475000.0,S,Barry,17/03/2018,14.0,3021.0,3.0,1.0,1.0,478.0,103.0,1968.0,Brimbank City Council,-37.75501,144.80459,Western Metropolitan,14042.0,22.497786110109296
33772,St Albans,45 Lima St,3,h,670000.0,SP,hockingstuart,17/03/2018,14.0,3021.0,3.0,1.0,1.0,730.0,,,Brimbank City Council,-37.757090000000005,144.80161999999999,Western Metropolitan,14042.0,22.6355658373251
33775,St Albans,79 Willaton St,3,h,901000.0,S,Barry,17/03/2018,14.0,3021.0,3.0,1.0,2.0,696.0,,,Brimbank City Council,-37.754979999999996,144.80705,Western Metropolitan,14042.0,22.30416639909084
33776,St Albans,36 Yarmouth Av,3,h,651000.0,S,Westside,17/03/2018,14.0,3021.0,3.0,1.0,2.0,558.0,,,Brimbank City Council,-37.74935,144.81145,Western Metropolitan,14042.0,22.241432052689508
33778,St Kilda,2 Alfred Sq,4,h,3600000.0,VB,Marshall,17/03/2018,5.0,3182.0,4.0,2.0,1.0,596.0,293.0,1880.0,Port Phillip City Council,-37.864290000000004,144.97382,Southern Metropolitan,13240.0,5.874819146477635
33780,Strathmore,18 Glenview Rd,5,h,3300000.0,S,Nelson,17/03/2018,8.2,3041.0,5.0,5.0,2.0,1076.0,397.0,2015.0,Moonee Valley City Council,-37.73896,144.92131,Western Metropolitan,3284.0,15.25914661921264
33783,Sunbury,168 Gap Rd,3,h,498000.0,S,YPA,17/03/2018,31.7,3429.0,3.0,1.0,2.0,584.0,,,Hume City Council,-37.57792,144.70747,Western Metropolitan,14092.0,41.20192869871535
33784,Sunbury,19 Grout Ct,4,h,592000.0,SP,One,17/03/2018,31.7,3429.0,4.0,2.0,2.0,609.0,169.0,2000.0,Hume City Council,-37.58752,144.69896,Western Metropolitan,14092.0,40.98600897110428
33785,Sunbury,21 Kingsley Dr,3,h,545000.0,SP,One,17/03/2018,31.7,3429.0,3.0,1.0,3.0,651.0,103.0,1980.0,Hume City Council,-37.587759999999996,144.7117,Western Metropolitan,14092.0,40.16307867339961
33787,Sunbury,4 Turner Ct,4,h,578000.0,S,Leeburn,17/03/2018,31.7,3429.0,4.0,3.0,2.0,683.0,,,Hume City Council,-37.566140000000004,144.72672,Western Metropolitan,14092.0,41.00234699078826
33789,Sunshine,22 Boreham St,3,h,792500.0,SP,hockingstuart,17/03/2018,10.5,3020.0,3.0,1.0,4.0,708.0,,,Brimbank City Council,-37.79981,144.82365,Western Metropolitan,3755.0,19.19614864504434
33792,Sunshine,23 Station Pl,3,h,805000.0,S,Barry,17/03/2018,10.5,3020.0,3.0,1.0,0.0,585.0,,,Brimbank City Council,-37.789640000000006,144.83475,Western Metropolitan,3755.0,18.5794552102823
33793,Sunshine,14 Sturt St,3,h,750000.0,SP,Bells,17/03/2018,10.5,3020.0,3.0,1.0,3.0,604.0,,,Brimbank City Council,-37.77961,144.84391000000002,Western Metropolitan,3755.0,18.216629116759005
33794,Sunshine North,38 Barwon Av,2,h,600000.0,PI,Douglas,17/03/2018,10.5,3020.0,2.0,1.0,2.0,612.0,95.0,1970.0,Brimbank City Council,-37.76914,144.82631999999998,Western Metropolitan,4217.0,20.10042027580371
33795,Sunshine North,52 Ferndale Rd,4,h,700000.0,PI,Bells,17/03/2018,10.5,3020.0,4.0,2.0,1.0,719.0,,,Brimbank City Council,-37.76645,144.83532,Western Metropolitan,4217.0,19.507219850430793
33796,Sunshine North,12 Lurg Av,3,h,695000.0,S,Douglas,17/03/2018,10.5,3020.0,3.0,1.0,2.0,697.0,120.0,1964.0,Brimbank City Council,-37.763740000000006,144.82401000000002,Western Metropolitan,4217.0,20.535942582021107
33798,Sunshine West,54 Bardsley St,3,h,760000.0,S,Barry,17/03/2018,10.5,3020.0,3.0,1.0,1.0,603.0,116.0,1955.0,Brimbank City Council,-37.79146,144.82045,Western Metropolitan,6763.0,19.71786697136588
33799,Sunshine West,7 Drinkwater Cr,3,h,613000.0,S,Bells,17/03/2018,10.5,3020.0,3.0,1.0,1.0,577.0,,,Brimbank City Council,-37.798120000000004,144.81682,Western Metropolitan,6763.0,19.82548865001101
33800,Sunshine West,32 Kosa Av,3,t,535000.0,PI,Douglas,17/03/2018,10.5,3020.0,3.0,2.0,2.0,166.0,134.0,2013.0,Brimbank City Council,-37.794979999999995,144.79227,Western Metropolitan,6763.0,22.00684883527845
33801,Sunshine West,16 Ryder St,3,t,510000.0,PI,Barry,17/03/2018,10.5,3020.0,3.0,1.0,1.0,152.0,105.0,2013.0,Brimbank City Council,-37.79057,144.82188,Western Metropolitan,6763.0,19.62642809862556
33802,Sunshine West,46 Vernon Cr,3,h,830000.0,S,YPA,17/03/2018,10.5,3020.0,3.0,1.0,1.0,930.0,,,Brimbank City Council,-37.78628,144.79957,Western Metropolitan,6763.0,21.644761606737013
33804,Surrey Hills,8 Belmont St,3,h,1635000.0,S,hockingstuart,17/03/2018,10.2,3127.0,3.0,2.0,3.0,606.0,,,Boroondara City Council,-37.83012,145.1027,Southern Metropolitan,5457.0,6.138189763913477
33806,Surrey Hills,20 Erasmus St,3,h,2125000.0,S,Fletchers,17/03/2018,10.2,3127.0,3.0,1.0,4.0,808.0,,,Boroondara City Council,-37.83032,145.10908,Southern Metropolitan,5457.0,6.681409478493105
33809,Surrey Hills,27 Surrey Av,4,h,2665000.0,SP,hockingstuart,17/03/2018,10.2,3127.0,4.0,3.0,2.0,444.0,241.0,1910.0,Boroondara City Council,-37.82144,145.09627,Southern Metropolitan,5457.0,5.905939669301712
33811,Surrey Hills,3 Wells St,5,h,2220000.0,SP,Noel,17/03/2018,10.2,3127.0,5.0,1.0,3.0,780.0,,,Boroondara City Council,-37.818740000000005,145.08852,Southern Metropolitan,5457.0,5.429334661845477
33812,Tarneit,31 Emperor Pde,3,h,465000.0,SA,YPA,17/03/2018,18.4,3029.0,3.0,2.0,2.0,355.0,142.0,2008.0,Wyndham City Council,-37.848690000000005,144.66707,Western Metropolitan,10160.0,32.37536407368219
33814,Taylors Hill,15 Mitchell Gr,4,h,720000.0,PI,Barry,17/03/2018,18.0,3037.0,4.0,2.0,2.0,601.0,208.0,2005.0,Melton City Council,-37.71823,144.75695,Western Metropolitan,4242.0,28.11476153525622
33815,Taylors Hill,15 Park La,3,h,655000.0,S,YPA,17/03/2018,18.0,3037.0,3.0,2.0,2.0,621.0,654.0,1998.0,Melton City Council,-37.71542,144.75897,Western Metropolitan,4242.0,28.115903850485587
33816,Templestowe,3 Beale Ct,4,h,1488000.0,S,Woodards,17/03/2018,15.5,3106.0,4.0,2.0,2.0,719.0,727.0,,Manningham City Council,-37.755790000000005,145.139,Eastern Metropolitan,6202.0,13.321319203237811
33817,Templestowe,8 Dewpond Ct,3,h,1390000.0,SP,Jellis,17/03/2018,15.5,3106.0,3.0,2.0,2.0,813.0,,,Manningham City Council,-37.75302,145.1553,Eastern Metropolitan,6202.0,14.556678898110778
33818,Templestowe,19 Jacobena Pl,4,h,1370000.0,VB,Fletchers,17/03/2018,15.5,3106.0,4.0,2.0,2.0,781.0,269.0,1980.0,Manningham City Council,-37.757259999999995,145.14123,Eastern Metropolitan,6202.0,13.340649392134344
33819,Templestowe,5 Noorilim Cl,3,h,1496000.0,S,Fletchers,17/03/2018,15.5,3106.0,3.0,2.0,2.0,722.0,262.0,1975.0,Manningham City Council,-37.77459,145.14123,Eastern Metropolitan,6202.0,12.046721364515529
33821,Templestowe Lower,12 Crawford Rd,3,h,1260000.0,SP,Jellis,17/03/2018,12.4,3107.0,3.0,1.0,1.0,653.0,,,Manningham City Council,-37.77643,145.12103000000002,Eastern Metropolitan,5420.0,10.578357568429812
33825,Thomastown,59 Cedar St,3,h,920000.0,S,Ray,17/03/2018,15.3,3074.0,3.0,1.0,2.0,703.0,,,Whittlesea City Council,-37.68025,145.02097,Northern Metropolitan,7955.0,18.084140657814743
33826,Thomastown,134 Main St,3,h,639000.0,S,Love,17/03/2018,15.3,3074.0,3.0,1.0,2.0,538.0,,1965.0,Whittlesea City Council,-37.67839,144.9974,Northern Metropolitan,7955.0,18.54494845606054
33828,Thomastown,24 Queenscliff Rd,3,h,670000.0,S,HAR,17/03/2018,15.3,3074.0,3.0,1.0,1.0,535.0,,,Whittlesea City Council,-37.67385,144.99679,Northern Metropolitan,7955.0,19.050424438286974
33829,Thomastown,17 Richardson St,3,h,670000.0,S,HAR,17/03/2018,15.3,3074.0,3.0,1.0,2.0,602.0,,,Whittlesea City Council,-37.68309,145.03614,Northern Metropolitan,7955.0,17.728017379067424
33832,Thornbury,2 Bradley Av,3,h,1530000.0,S,Jellis,17/03/2018,7.0,3071.0,3.0,1.0,2.0,442.0,127.0,1950.0,Darebin City Council,-37.76113,144.99212,Northern Metropolitan,8870.0,9.815209655716743
33833,Thornbury,1 Ibis Pl,3,t,735000.0,S,Woodards,17/03/2018,7.0,3071.0,3.0,2.0,2.0,131.0,,,Darebin City Council,-37.761070000000004,145.02639,Northern Metropolitan,8870.0,9.10294332080764
33835,Thornbury,8 Monash Av,3,h,1190000.0,S,Collings,17/03/2018,7.0,3071.0,3.0,1.0,1.0,338.0,,,Darebin City Council,-37.76294,145.00348,Northern Metropolitan,8870.0,9.284968510466694
33836,Thornbury,172A Normanby Av,2,h,816000.0,S,Love,17/03/2018,7.0,3071.0,2.0,1.0,2.0,166.0,87.0,1994.0,Darebin City Council,-37.75773,144.98542,Northern Metropolitan,8870.0,10.397647791612851
33838,Thornbury,83 Normanby Av,3,h,1185000.0,S,Woodards,17/03/2018,7.0,3071.0,3.0,2.0,2.0,313.0,124.0,1910.0,Darebin City Council,-37.758790000000005,144.99196,Northern Metropolitan,8870.0,10.060897119720709
33840,Toorak,29 Gordon St,3,h,2300000.0,PI,RT,17/03/2018,4.1,3142.0,3.0,2.0,1.0,230.0,181.0,1930.0,Stonnington City Council,-37.84387,145.00687,Southern Metropolitan,7217.0,2.463821338770377
33843,Toorak,1 Smyth St,4,h,4800000.0,VB,Marshall,17/03/2018,4.1,3142.0,4.0,1.0,2.0,841.0,,,Stonnington City Council,-37.8451,145.00503999999998,Southern Metropolitan,7217.0,2.634354279664459
33844,Travancore,106 Baroda St,2,h,972000.0,S,Nelson,17/03/2018,4.3,3032.0,2.0,1.0,4.0,315.0,82.0,1930.0,Moonee Valley City Council,-37.7778,144.93438999999998,Western Metropolitan,1052.0,11.414548954488568
33845,Travancore,40 Baroda St,4,h,1450000.0,S,Hodges,17/03/2018,4.3,3032.0,4.0,2.0,2.0,636.0,,,Moonee Valley City Council,-37.77745,144.93128000000002,Western Metropolitan,1052.0,11.652201911148056
33846,Travancore,51 Mooltan St,2,h,1100000.0,VB,Nelson,17/03/2018,4.3,3032.0,2.0,1.0,1.0,317.0,,,Moonee Valley City Council,-37.78168,144.93733,Western Metropolitan,1052.0,10.942858774875702
33849,Vermont,37 Carinya Rd,4,h,1010000.0,S,Noel,17/03/2018,17.2,3133.0,4.0,1.0,2.0,620.0,,,Maroondah City Council,-37.83347,145.191,Eastern Metropolitan,4181.0,13.785920849889797
33850,Vermont,9 Moore Rd,4,h,1145000.0,S,Jellis,17/03/2018,17.2,3133.0,4.0,2.0,2.0,758.0,,,Maroondah City Council,-37.84299,145.20459,Eastern Metropolitan,4181.0,14.942201877817785
33852,Vermont South,2 Barossa Av,3,h,942000.0,S,Barry,17/03/2018,17.2,3133.0,3.0,2.0,2.0,447.0,,,Whitehorse City Council,-37.85562,145.19077,Eastern Metropolitan,4280.0,13.79804107977539
33853,Vermont South,1 Cottonwood Av,3,h,1120000.0,SP,Ray,17/03/2018,17.2,3133.0,3.0,2.0,2.0,647.0,145.0,1980.0,Whitehorse City Council,-37.85785,145.17049,Eastern Metropolitan,4280.0,12.055662638523136
33854,Viewbank,41 Diane Cr,4,h,1150000.0,VB,Miles,17/03/2018,8.9,3084.0,4.0,2.0,2.0,585.0,215.0,1980.0,Banyule City Council,-37.74127,145.08848,Eastern Metropolitan,2698.0,12.220770793738629
33856,Wantirna,18 Georgian Gdns,3,h,903000.0,S,Noel,17/03/2018,14.7,3152.0,3.0,2.0,2.0,559.0,,,Knox City Council,-37.85872,145.22935,Eastern Metropolitan,5424.0,17.210568005266808
33858,Wantirna South,18 Allanfield Cr,3,h,820000.0,SP,Harcourts,17/03/2018,14.7,3152.0,3.0,1.0,2.0,710.0,,,Knox City Council,-37.86282,145.25093999999999,Eastern Metropolitan,7082.0,19.148581695281585
33860,Wantirna South,5 Hunt Ct,3,h,980000.0,S,Harcourts,17/03/2018,14.7,3152.0,3.0,2.0,2.0,650.0,156.0,1985.0,Knox City Council,-37.88812,145.22391000000002,Eastern Metropolitan,7082.0,17.381128829617932
33862,Wantirna South,27 Tate Av,3,h,900500.0,S,Harcourts,17/03/2018,14.7,3152.0,3.0,1.0,2.0,720.0,,,Knox City Council,-37.85964,145.24186,Eastern Metropolitan,7082.0,18.316131801102422
33863,Warrandyte,261 Tindals Rd,5,h,3250000.0,S,Barry,17/03/2018,21.1,3113.0,5.0,3.0,6.0,4330.0,417.0,1985.0,Manningham City Council,-37.76192,145.19617,Eastern Metropolitan,2003.0,16.807706004276366
33864,Watsonia,41 Frensham Rd,3,h,730000.0,S,Buckingham,17/03/2018,14.5,3087.0,3.0,1.0,1.0,600.0,,,Banyule City Council,-37.7164,145.0849,Northern Metropolitan,2329.0,14.707549534144658
33865,Watsonia North,27 Gillingham St,3,h,760000.0,S,Barry,17/03/2018,14.5,3087.0,3.0,2.0,2.0,536.0,145.0,,Banyule City Council,-37.69279,145.08902,Northern Metropolitan,1442.0,17.322059808011005
33866,Werribee,11 Fauna Ct,3,h,538000.0,S,hockingstuart,17/03/2018,14.7,3030.0,3.0,2.0,1.0,510.0,,,Wyndham City Council,-37.88111,144.65365,Western Metropolitan,16166.0,33.81092100944624
33868,Werribee,24 Pelican Pl,4,h,470000.0,SP,hockingstuart,17/03/2018,14.7,3030.0,4.0,1.0,,681.0,100.0,1980.0,Wyndham City Council,-37.88707,144.67619,Western Metropolitan,16166.0,31.937976502556776
33869,Werribee,61 Rowes Rd,3,h,474000.0,SP,Sweeney,17/03/2018,14.7,3030.0,3.0,2.0,1.0,592.0,,,Wyndham City Council,-37.88933,144.63651000000002,Western Metropolitan,16166.0,35.42722669511625
33870,Werribee,27 Songlark Cr,4,h,490000.0,S,Barry,17/03/2018,14.7,3030.0,4.0,2.0,2.0,568.0,,,Wyndham City Council,-37.876529999999995,144.66651000000002,Western Metropolitan,16166.0,32.62735389930045
33871,Werribee,25 Swan St,3,h,491500.0,S,Ray,17/03/2018,14.7,3030.0,3.0,1.0,2.0,514.0,151.0,1980.0,Wyndham City Council,-37.883179999999996,144.66005,Western Metropolitan,16166.0,33.28198272858112
33872,Werribee,11 Taisho Ct,4,h,580000.0,S,Purplebricks,17/03/2018,14.7,3030.0,4.0,2.0,2.0,451.0,192.0,2000.0,Wyndham City Council,-37.90813,144.63034,Western Metropolitan,16166.0,36.318332032916345
33873,Werribee,36 Tigris Cl,3,h,430000.0,SP,Greg,17/03/2018,14.7,3030.0,3.0,1.0,2.0,302.0,115.0,1995.0,Wyndham City Council,-37.88006,144.65671,Western Metropolitan,16166.0,33.529468929031495
33876,West Footscray,61 Cala St,3,h,765000.0,S,Jas,17/03/2018,6.4,3012.0,3.0,1.0,1.0,193.0,,,Maribyrnong City Council,-37.80315,144.8664,Western Metropolitan,5058.0,15.468676386868795
33877,West Footscray,14 Dove St,4,h,1205000.0,PI,Nelson,17/03/2018,6.4,3012.0,4.0,2.0,1.0,396.0,,,Maribyrnong City Council,-37.79634,144.88028,Western Metropolitan,5058.0,14.552413666475074
33878,West Footscray,19 Hope St,4,h,1230000.0,S,Jas,17/03/2018,6.4,3012.0,4.0,2.0,2.0,353.0,160.0,1935.0,Maribyrnong City Council,-37.79175,144.87185,Western Metropolitan,5058.0,15.42892188688802
33879,West Melbourne,364 King St,2,h,1200000.0,VB,W.B.,17/03/2018,3.1,3003.0,2.0,1.0,1.0,136.0,,,Melbourne City Council,-37.808170000000004,144.95221999999998,Northern Metropolitan,2230.0,8.226726930177321
33880,Westmeadows,19 Bamford Av,4,h,595000.0,S,YPA,17/03/2018,16.5,3049.0,4.0,1.0,3.0,540.0,,,Hume City Council,-37.67889,144.88183,Northern Metropolitan,2474.0,22.64454390816469
33881,Westmeadows,3 Capri Ct,3,h,575000.0,S,YPA,17/03/2018,16.5,3049.0,3.0,1.0,0.0,555.0,,,Hume City Council,-37.680170000000004,144.89853,Northern Metropolitan,2474.0,21.6820317245074
33882,Westmeadows,215 Johnstone St,2,h,466000.0,S,Raine,17/03/2018,16.5,3049.0,2.0,1.0,1.0,243.0,88.0,,Hume City Council,-37.67908,144.8971,Northern Metropolitan,2474.0,21.852635344505792
33883,Wheelers Hill,5 Ajax Dr,3,h,1150000.0,VB,Harcourts,17/03/2018,16.7,3150.0,3.0,2.0,2.0,697.0,,,Monash City Council,-37.90405,145.18611,South-Eastern Metropolitan,7392.0,14.945288186928067
33886,Wheelers Hill,11 Petronella Av,4,h,1800000.0,S,Barry,17/03/2018,16.7,3150.0,4.0,4.0,2.0,650.0,,,Monash City Council,-37.90269,145.19138999999998,South-Eastern Metropolitan,7392.0,15.294378973048572
33887,Wheelers Hill,71 Phoenix Dr,4,h,1280000.0,S,Barry,17/03/2018,16.7,3150.0,4.0,3.0,2.0,678.0,,1980.0,Monash City Council,-37.91318,145.1858,South-Eastern Metropolitan,7392.0,15.408372877679907
33888,Wheelers Hill,10 Pineview Cl,4,h,950000.0,PI,Barry,17/03/2018,16.7,3150.0,4.0,2.0,2.0,743.0,,,Monash City Council,-37.91088,145.20153,South-Eastern Metropolitan,7392.0,16.497838694886934
33889,Williamstown,58 Anzac Cr,4,h,1600000.0,PI,Williams,17/03/2018,6.8,3016.0,4.0,3.0,2.0,509.0,127.0,1990.0,Hobsons Bay City Council,-37.8621,144.88598000000002,Western Metropolitan,6380.0,13.273825918158767
33890,Williamstown,75 Bayview St,3,h,1570000.0,SP,Williams,17/03/2018,6.8,3016.0,3.0,2.0,2.0,225.0,,,Hobsons Bay City Council,-37.86221,144.88596,Western Metropolitan,6380.0,13.277528002801487
33891,Williamstown,48 Chandler St,3,h,1450000.0,SP,Williams,17/03/2018,6.8,3016.0,3.0,1.0,1.0,445.0,,,Hobsons Bay City Council,-37.8512,144.89095,Western Metropolitan,6380.0,12.697736508885221
33892,Williamstown,2 Hoffman Tce,5,h,1924000.0,S,Williams,17/03/2018,6.8,3016.0,5.0,3.0,2.0,192.0,,,Hobsons Bay City Council,-37.864020000000004,144.88162,Western Metropolitan,6380.0,13.68752355038232
33894,Williamstown,12 McGuire Cr,3,h,1150000.0,SP,Williams,17/03/2018,6.8,3016.0,3.0,2.0,2.0,330.0,112.0,2000.0,Hobsons Bay City Council,-37.85714,144.87523000000002,Western Metropolitan,6380.0,14.136332675820608
33895,Williamstown,4 McGuire Cr,3,h,1150000.0,SP,Williams,17/03/2018,6.8,3016.0,3.0,2.0,2.0,270.0,150.0,1998.0,Hobsons Bay City Council,-37.856809999999996,144.87528999999998,Western Metropolitan,6380.0,14.127040847825635
33897,Windsor,10 Green St,4,h,2400000.0,SP,Kay,17/03/2018,4.6,3181.0,4.0,3.0,1.0,201.0,,,Port Phillip City Council,-37.85311,144.99034,Southern Metropolitan,4380.0,4.079196903369042
33898,Wollert,15 Althorp St,3,h,600000.0,SP,hockingstuart,17/03/2018,25.5,3750.0,3.0,2.0,2.0,360.0,149.0,2017.0,Whittlesea City Council,-37.6136,144.99863,Northern Metropolitan,2940.0,25.63969727369102
33899,Wollert,40 Whitebark St,4,h,615000.0,S,HAR,17/03/2018,25.5,3750.0,4.0,2.0,2.0,392.0,0.0,2015.0,Whittlesea City Council,-37.61252,145.04288,Northern Metropolitan,2940.0,25.57004297825529
33900,Wyndham Vale,28 Aldridge Rd,4,h,535000.0,SP,Sweeney,17/03/2018,27.2,3024.0,4.0,2.0,2.0,545.0,198.0,2010.0,Wyndham City Council,-37.8955,144.61192,Western Metropolitan,5262.0,37.667859750025
33903,Wyndham Vale,6 Bromley St,3,h,421000.0,S,hockingstuart,17/03/2018,27.2,3024.0,3.0,1.0,1.0,259.0,112.0,1999.0,Wyndham City Council,-37.887209999999996,144.6246,Western Metropolitan,5262.0,36.43227475067747
33905,Wyndham Vale,6 Fatham Dr,4,h,510000.0,S,hockingstuart,17/03/2018,27.2,3024.0,4.0,2.0,2.0,472.0,168.0,2010.0,Wyndham City Council,-37.88102,144.63138,Western Metropolitan,5262.0,35.75473918916144
33906,Yallambie,10 Fahey Cr,3,h,825000.0,S,Barry,17/03/2018,12.7,3085.0,3.0,1.0,1.0,642.0,131.0,1960.0,Banyule City Council,-37.729659999999996,145.08211,Northern Metropolitan,1369.0,13.231341032397976
33909,Yarraville,67 Fehon St,3,h,1090000.0,S,Jas,17/03/2018,6.3,3013.0,3.0,1.0,,240.0,,,Maribyrnong City Council,-37.81943,144.88703,Western Metropolitan,6543.0,13.267605823769486
33910,Yarraville,23 Frederick St,3,h,1125000.0,S,Village,17/03/2018,6.3,3013.0,3.0,1.0,1.0,294.0,112.0,1900.0,Maribyrnong City Council,-37.81973,144.89735,Western Metropolitan,6543.0,12.37096118748207
33911,Yarraville,134 Gamon St,3,h,1575000.0,PI,Greg,17/03/2018,6.3,3013.0,3.0,1.0,3.0,597.0,,,Maribyrnong City Council,-37.81281,144.88912,Western Metropolitan,6543.0,13.253052466863377
33913,Yarraville,42 Kingston St,2,h,939000.0,SP,hockingstuart,17/03/2018,6.3,3013.0,2.0,1.0,,188.0,75.0,1920.0,Maribyrnong City Council,-37.81449,144.88065,Western Metropolitan,6543.0,13.932666979568847
33914,Yarraville,25 Ovens St,3,h,855000.0,S,Jas,17/03/2018,6.3,3013.0,3.0,1.0,,207.0,,,Maribyrnong City Council,-37.818459999999995,144.89216000000002,Western Metropolitan,6543.0,12.847318592600391
33915,Yarraville,30 Sussex St,3,h,1200000.0,SP,Jas,17/03/2018,6.3,3013.0,3.0,1.0,0.0,268.0,119.0,1915.0,Maribyrnong City Council,-37.81968,144.89141999999998,Western Metropolitan,6543.0,12.883245924431627
33917,Airport West,1A Clydesdale Rd,3,h,640000.0,PI,Barry,24/02/2018,10.4,3042.0,3.0,2.0,1.0,281.0,,,Moonee Valley City Council,-37.72896,144.88083999999998,Western Metropolitan,3464.0,18.538545137375262
33921,Albion,2 Barclay St,2,h,655000.0,S,Douglas,24/02/2018,10.5,3020.0,2.0,1.0,2.0,463.0,97.0,1950.0,Brimbank City Council,-37.78159,144.82373,Western Metropolitan,2185.0,19.791621053542084
33922,Albion,8B Brisbane St,3,t,600000.0,S,Bells,24/02/2018,10.5,3020.0,3.0,2.0,2.0,187.0,120.0,2010.0,Brimbank City Council,-37.778040000000004,144.81643,Western Metropolitan,2185.0,20.531609609361666
33924,Alphington,4 Adams St,4,h,2300000.0,PI,McGrath,24/02/2018,5.7,3078.0,4.0,2.0,2.0,352.0,,,Darebin City Council,-37.78154,145.03326,Northern Metropolitan,2211.0,6.801941614814828
33927,Altona Meadows,4 Hoddle Wy,3,h,632500.0,S,Barry,24/02/2018,15.5,3028.0,3.0,1.0,4.0,530.0,113.0,1980.0,Hobsons Bay City Council,-37.88698,144.78551000000002,Western Metropolitan,7630.0,22.479614536121524
33928,Altona North,11a Mahon Av,3,h,860000.0,S,Greg,24/02/2018,9.4,3025.0,3.0,2.0,2.0,323.0,161.0,2016.0,Hobsons Bay City Council,-37.83015,144.85064,Western Metropolitan,5132.0,16.274491056253478
33929,Ardeer,8 Glinden Av,3,h,641000.0,PI,Prof.,24/02/2018,12.8,3022.0,3.0,1.0,4.0,560.0,,,Brimbank City Council,-37.775079999999996,144.80053,Western Metropolitan,1281.0,21.9592788497034
33931,Armadale,4 Armadale St,4,h,4250000.0,PI,Marshall,24/02/2018,6.3,3143.0,4.0,3.0,2.0,550.0,283.0,1890.0,Stonnington City Council,-37.8604,145.01852,Southern Metropolitan,4836.0,2.4232704578319018
33935,Ascot Vale,2 Bettina Ct,3,h,1320000.0,S,Brad,24/02/2018,4.3,3032.0,3.0,1.0,2.0,438.0,,1960.0,Moonee Valley City Council,-37.77451,144.9025,Western Metropolitan,6567.0,13.901839341020533
33936,Ascot Vale,2 Cunningham Ct,3,t,953000.0,S,Brad,24/02/2018,4.3,3032.0,3.0,1.0,2.0,370.0,,,Moonee Valley City Council,-37.781290000000006,144.9201,Western Metropolitan,6567.0,12.193835451568194
33937,Ascot Vale,28 Gillespie Av,3,h,1080000.0,S,Brad,24/02/2018,4.3,3032.0,3.0,2.0,2.0,223.0,137.0,2010.0,Moonee Valley City Council,-37.77748,144.90652,Western Metropolitan,6567.0,13.425411071569203
33938,Ascot Vale,11 Holdsworth St,4,h,1341000.0,S,Nelson,24/02/2018,4.3,3032.0,4.0,1.0,2.0,343.0,,,Moonee Valley City Council,-37.77271,144.90958999999998,Western Metropolitan,6567.0,13.497106045056414
33940,Ashwood,22 Carlyle St,3,h,1554000.0,S,hockingstuart,24/02/2018,10.2,3147.0,3.0,2.0,4.0,698.0,154.0,1945.0,Monash City Council,-37.861309999999996,145.09638,Southern Metropolitan,2894.0,5.79305730344562
33941,Ashwood,41 Closter Av,4,h,1850000.0,S,Buxton,24/02/2018,10.2,3147.0,4.0,3.0,2.0,746.0,164.0,1960.0,Monash City Council,-37.864909999999995,145.09752,Southern Metropolitan,2894.0,6.037855052206365
