,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Distancia_NEW
22822,Surrey Hills,2/29 Croydon Rd,2,u,800000.0,S,Fletchers,23/09/2017,10.2,3127.0,2.0,1.0,1.0,,81.0,1970.0,Boroondara City Council,-37.82255,145.08972,Southern Metropolitan,5457.0,5.329684425457849
22823,Surrey Hills,28 Guildford Rd,3,h,2350000.0,S,Harcourts,23/09/2017,10.2,3127.0,3.0,2.0,0.0,843.0,,,Boroondara City Council,-37.82195,145.08968000000002,Southern Metropolitan,5457.0,5.354965347428085
22824,Surrey Hills,4/9 Middlesex Rd,2,h,855000.0,S,Woodards,23/09/2017,10.2,3127.0,2.0,1.0,1.0,,,,Boroondara City Council,-37.82639,145.09009,Southern Metropolitan,5457.0,5.194702205345079
22828,Taylors Hill,6 Nepean Wy,4,h,710000.0,S,Barry,23/09/2017,18.0,3037.0,4.0,2.0,2.0,,211.0,2007.0,Melton City Council,-37.71734,144.75546,Western Metropolitan,4242.0,28.27776795221045
22829,Taylors Lakes,2 Honeyeater Cr,3,h,746000.0,S,Purplebricks,23/09/2017,15.5,3038.0,3.0,2.0,2.0,649.0,,,Brimbank City Council,-37.69616,144.78587,Western Metropolitan,5336.0,27.314565107028642
22830,Taylors Lakes,9 Plenty Cl,4,h,735000.0,SP,Barry,23/09/2017,15.5,3038.0,4.0,2.0,2.0,,,,Brimbank City Council,-37.685390000000005,144.78242,Western Metropolitan,5336.0,28.282989278792392
22831,Taylors Lakes,21 Salvana Ct,4,h,751000.0,S,Barry,23/09/2017,15.5,3038.0,4.0,2.0,2.0,712.0,364.0,1998.0,Brimbank City Council,-37.68646,144.77247,Western Metropolitan,5336.0,28.905885419376567
22832,Taylors Lakes,2 Yanchep Ct,3,h,600000.0,S,Brad,23/09/2017,15.5,3038.0,3.0,2.0,2.0,657.0,,,Brimbank City Council,-37.71176,144.80271000000002,Western Metropolitan,5336.0,25.094633627720153
22833,Templestowe,16 Darnley Dr,4,h,1385000.0,S,Jellis,23/09/2017,15.5,3106.0,4.0,3.0,2.0,,,,Manningham City Council,-37.77156,145.16463000000002,Eastern Metropolitan,6202.0,13.899464221843093
22835,Templestowe,21 Wood St,4,h,910000.0,PI,Woodards,23/09/2017,15.5,3106.0,4.0,2.0,2.0,520.0,170.0,1980.0,Manningham City Council,-37.75436,145.11938999999998,Eastern Metropolitan,6202.0,12.322453042787785
22838,Templestowe Lower,97 Foote St,4,h,1515000.0,S,Philip,23/09/2017,12.4,3107.0,4.0,3.0,2.0,,,,Manningham City Council,-37.758,145.12175,Eastern Metropolitan,5420.0,12.13300028429825
22839,Templestowe Lower,19 Howitt Dr,4,h,1561000.0,S,Barry,23/09/2017,12.4,3107.0,4.0,2.0,2.0,1128.0,,,Manningham City Council,-37.76497,145.11077,Eastern Metropolitan,5420.0,10.925639563228998
22840,Templestowe Lower,275 Thompsons Rd,3,h,1250000.0,VB,Barry,23/09/2017,12.4,3107.0,3.0,2.0,2.0,838.0,,,Manningham City Council,-37.766490000000005,145.10623,Eastern Metropolitan,5420.0,10.549606273396751
22841,The Basin,5 Democrat Dr,3,h,700000.0,S,iTRAK,23/09/2017,27.0,3154.0,3.0,2.0,3.0,795.0,,,Knox City Council,-37.85229,145.30281000000002,Eastern Metropolitan,1690.0,23.609435983173
22842,Thomastown,76 Bickley Av,3,h,582500.0,S,New,23/09/2017,15.3,3074.0,3.0,1.0,1.0,,,,Whittlesea City Council,-37.67719,145.04073,Northern Metropolitan,7955.0,18.38983553347036
22843,Thomastown,24 Simpson St,3,h,720000.0,S,HAR,23/09/2017,15.3,3074.0,3.0,1.0,1.0,573.0,,,Whittlesea City Council,-37.679390000000005,145.00143,Northern Metropolitan,7955.0,18.375525787700514
22844,Thornbury,1/37 Clapham St,2,u,650000.0,S,Love,23/09/2017,7.0,3071.0,2.0,1.0,1.0,,,,Darebin City Council,-37.75428,144.99801000000002,Northern Metropolitan,8870.0,10.347448659074661
22845,Thornbury,4/2 Dundas St,2,u,540000.0,S,McGrath,23/09/2017,7.0,3071.0,2.0,1.0,1.0,,,,Darebin City Council,-37.75255,145.00231000000002,Northern Metropolitan,8870.0,10.41957603483211
22846,Thornbury,124 Fyffe St,4,h,1600000.0,S,McGrath,23/09/2017,7.0,3071.0,4.0,2.0,3.0,,,,Darebin City Council,-37.753170000000004,144.98427,Northern Metropolitan,8870.0,10.900415966020372
22848,Thornbury,29 Strettle St,2,h,1150000.0,VB,Nelson,23/09/2017,7.0,3071.0,2.0,1.0,1.0,,,,Darebin City Council,-37.75221,144.98356,Northern Metropolitan,8870.0,11.023236985644223
22849,Toorak,38 Carters Av,3,h,3200000.0,PI,RT,23/09/2017,4.1,3142.0,3.0,3.0,3.0,,397.0,2017.0,Stonnington City Council,-37.84268,145.00869,Southern Metropolitan,7217.0,2.3008798217074857
22853,Toorak,1/19 Wallace Av,3,t,3155000.0,S,Kay,23/09/2017,4.1,3142.0,3.0,2.0,2.0,,,1970.0,Stonnington City Council,-37.83976,145.00721000000001,Southern Metropolitan,7217.0,2.4546080948560345
22854,Tullamarine,3/248 Melrose Dr,2,u,475000.0,S,Jason,23/09/2017,12.9,3043.0,2.0,1.0,1.0,,139.0,2007.0,Brimbank City Council,-37.69513,144.87693000000002,Western Metropolitan,3296.0,21.499361134586433
22855,Vermont,8 Howqua Ct,4,h,1260000.0,S,Harcourts,23/09/2017,17.2,3133.0,4.0,2.0,3.0,682.0,166.0,1973.0,Maroondah City Council,-37.84454,145.18881000000002,Eastern Metropolitan,4181.0,13.554459663003051
22858,Vermont South,204 Hawthorn Rd,4,h,1202000.0,SP,Ray,23/09/2017,17.2,3133.0,4.0,2.0,2.0,650.0,159.0,1980.0,Whitehorse City Council,-37.84919,145.17436,Eastern Metropolitan,4280.0,12.301245239136728
22860,Wantirna,4 Botany Ct,4,h,915000.0,S,Ray,23/09/2017,14.7,3152.0,4.0,2.0,2.0,,110.0,1975.0,Knox City Council,-37.84148,145.23028,Eastern Metropolitan,5424.0,17.204217153347027
22862,Wantirna,38 Templeton St,4,h,920000.0,S,Ray,23/09/2017,14.7,3152.0,4.0,2.0,2.0,601.0,,,Knox City Council,-37.86231,145.22633000000002,Eastern Metropolitan,5424.0,16.99194185023707
22863,Wantirna South,36 Artesian Av,4,h,1000000.0,S,Biggin,23/09/2017,14.7,3152.0,4.0,2.0,2.0,,221.0,,Knox City Council,-37.880340000000004,145.2392,Eastern Metropolitan,7082.0,18.460136087209463
22864,Wantirna South,7 Cathies La,5,h,1180000.0,S,Ray,23/09/2017,14.7,3152.0,5.0,2.0,4.0,738.0,258.0,1980.0,Knox City Council,-37.863279999999996,145.21477,Eastern Metropolitan,7082.0,15.998214264996179
22865,Wantirna South,3 Jonathon Ct,5,h,1400000.0,S,Barry,23/09/2017,14.7,3152.0,5.0,2.0,2.0,796.0,,,Knox City Council,-37.87079,145.22988,Eastern Metropolitan,7082.0,17.443658978814444
22866,Warrandyte,15 Yarra St,3,h,880000.0,S,Barry,23/09/2017,21.1,3113.0,3.0,2.0,2.0,,,,Manningham City Council,-37.7458,145.20997,Eastern Metropolitan,2003.0,18.81204854003606
22867,Werribee,32 Hooker Rd,3,h,515000.0,S,hockingstuart,23/09/2017,14.7,3030.0,3.0,2.0,1.0,517.0,115.0,1985.0,Wyndham City Council,-37.89423,144.64131,Western Metropolitan,16166.0,35.092635813933335
22868,Werribee,15 Seine Cl,3,h,430000.0,S,YPA,23/09/2017,14.7,3030.0,3.0,1.0,1.0,454.0,,,Wyndham City Council,-37.88178,144.66125,Western Metropolitan,16166.0,33.15703179637688
22870,Werribee,2/30 Silvereye Cr,2,u,325000.0,SP,Greg,23/09/2017,14.7,3030.0,2.0,1.0,1.0,,101.0,1990.0,Wyndham City Council,-37.87918,144.67528000000001,Western Metropolitan,16166.0,31.896144203445008
22871,West Footscray,702 Barkly St,3,h,840000.0,PI,Hodges,23/09/2017,6.4,3012.0,3.0,1.0,3.0,336.0,95.0,1950.0,Maribyrnong City Council,-37.79613,144.86741999999998,Western Metropolitan,5058.0,15.624085271935144
22874,West Footscray,171 Essex St,3,h,879000.0,SP,Jas,23/09/2017,6.4,3012.0,3.0,1.0,2.0,377.0,,,Maribyrnong City Council,-37.79285,144.86969,Western Metropolitan,5058.0,15.561948544940378
22875,West Footscray,2 Indwe St,3,h,782000.0,SP,Jas,23/09/2017,6.4,3012.0,3.0,1.0,1.0,,,,Maribyrnong City Council,-37.803340000000006,144.86636000000001,Western Metropolitan,5058.0,15.466047552347979
22876,West Melbourne,128/33 Jeffcott St,3,u,742000.0,S,LITTLE,23/09/2017,3.1,3003.0,3.0,2.0,1.0,,115.0,1996.0,Melbourne City Council,-37.8118,144.95259,Northern Metropolitan,2230.0,8.016723338986187
22878,Westmeadows,14 Parkhill Ct,2,h,560000.0,SP,YPA,23/09/2017,16.5,3049.0,2.0,2.0,2.0,424.0,,,Hume City Council,-37.67909,144.87524,Northern Metropolitan,2474.0,22.977431749163667
22880,Wheelers Hill,41 MacKellar Av,3,h,1062000.0,S,Harcourts,23/09/2017,16.7,3150.0,3.0,2.0,1.0,,,,Monash City Council,-37.912440000000004,145.17028,South-Eastern Metropolitan,7392.0,14.203398619668585
22881,Wheelers Hill,17 Plato Cr,3,h,1025000.0,S,Buxton,23/09/2017,16.7,3150.0,3.0,1.0,2.0,691.0,,,Monash City Council,-37.908229999999996,145.16173,South-Eastern Metropolitan,7392.0,13.31830316670486
22882,Wheelers Hill,6 Rostella Ct,4,h,1280000.0,S,Ray,23/09/2017,16.7,3150.0,4.0,2.0,2.0,,201.0,1975.0,Monash City Council,-37.901270000000004,145.17616999999998,South-Eastern Metropolitan,7392.0,14.02682941454716
22883,Wheelers Hill,2 Wattleglade Ct,5,h,1660000.0,S,Ray,23/09/2017,16.7,3150.0,5.0,2.0,2.0,790.0,291.0,1990.0,Monash City Council,-37.900009999999995,145.18688,South-Eastern Metropolitan,7392.0,14.808257122443223
22884,Williamstown,146 Ferguson St,3,h,832000.0,S,Williams,23/09/2017,6.8,3016.0,3.0,1.0,1.0,269.0,,,Hobsons Bay City Council,-37.85808,144.89268,Western Metropolitan,6380.0,12.624979620728373
22885,Williamstown,4/65 Melbourne Rd,2,u,440000.0,PI,Sweeney,23/09/2017,6.8,3016.0,2.0,1.0,1.0,,,1980.0,Hobsons Bay City Council,-37.86087,144.8958,Western Metropolitan,6380.0,12.398983193592597
22886,Williamstown,1/32 Princes St,2,h,900000.0,SP,Greg,23/09/2017,6.8,3016.0,2.0,2.0,1.0,,140.0,2009.0,Hobsons Bay City Council,-37.85238,144.89369,Western Metropolitan,6380.0,12.467614771259756
22890,Wollert,16 Allendale Av,2,t,401000.0,S,Ray,23/09/2017,25.5,3750.0,2.0,1.0,1.0,115.0,,,Whittlesea City Council,-37.61379,145.03296,Northern Metropolitan,2940.0,25.419771672866254
22893,Yallambie,20 Smike St,3,h,857000.0,S,Miles,23/09/2017,12.7,3085.0,3.0,2.0,1.0,,159.0,2000.0,Banyule City Council,-37.72915,145.0893,Northern Metropolitan,1369.0,13.497040242393796
22894,Yarraville,37 Ballarat St,3,h,1300000.0,PI,Sweeney,23/09/2017,6.3,3013.0,3.0,2.0,2.0,277.0,,,Maribyrnong City Council,-37.81732,144.89091000000002,Western Metropolitan,6543.0,12.982001631040168
22896,Yarraville,2/160 Francis St,2,t,740000.0,S,Jas,23/09/2017,6.3,3013.0,2.0,1.0,1.0,,115.0,2011.0,Maribyrnong City Council,-37.82027,144.88546000000002,Western Metropolitan,6543.0,13.385364159654783
22897,Yarraville,5 Maryston St,3,h,1360000.0,PI,Jas,23/09/2017,6.3,3013.0,3.0,1.0,1.0,479.0,128.0,1930.0,Maribyrnong City Council,-37.81279,144.87717,Western Metropolitan,6543.0,14.274320196477325
22898,Yarraville,18 Stewart St,3,h,1455000.0,S,Village,23/09/2017,6.3,3013.0,3.0,2.0,2.0,351.0,125.0,1910.0,Maribyrnong City Council,-37.81111,144.88759,Western Metropolitan,6543.0,13.431804001491132
22899,Yarraville,2/367 Williamstown Rd,2,u,515000.0,S,hockingstuart,23/09/2017,6.3,3013.0,2.0,1.0,1.0,,73.0,1975.0,Maribyrnong City Council,-37.82347,144.88186000000002,Western Metropolitan,6543.0,13.63613612736169
22900,Abbotsford,16 Cooke St,3,h,1200000.0,PI,P,26/08/2017,3.0,3067.0,3.0,1.0,,,95.0,1890.0,Yarra City Council,-37.81005,145.00262,Northern Metropolitan,4019.0,4.611171749689246
22903,Airport West,11 Grange Rd,3,h,975500.0,S,Barry,26/08/2017,10.4,3042.0,3.0,1.0,1.0,697.0,,,Moonee Valley City Council,-37.73254,144.88321000000002,Western Metropolitan,3464.0,18.115316436086605
22904,Airport West,125 Parer Rd,3,h,880000.0,S,Jellis,26/08/2017,10.4,3042.0,3.0,1.0,3.0,626.0,,,Moonee Valley City Council,-37.719190000000005,144.87842,Western Metropolitan,3464.0,19.44512031156806
22905,Albert Park,59 Barrett St,3,h,2340000.0,S,Greg,26/08/2017,3.0,3206.0,3.0,2.0,1.0,162.0,135.0,1880.0,Port Phillip City Council,-37.84398,144.95044,Southern Metropolitan,3280.0,7.429050940981145
22906,Albert Park,6 Pickles St,3,h,2225000.0,S,Greg,26/08/2017,3.0,3206.0,3.0,1.0,1.0,241.0,,,Port Phillip City Council,-37.84479,144.94429,Southern Metropolitan,3280.0,7.972218205573406
22908,Altona,20 Burt St,3,h,920000.0,VB,PRD,26/08/2017,11.0,3018.0,3.0,2.0,2.0,584.0,,,Hobsons Bay City Council,-37.86249,144.82162,Western Metropolitan,5301.0,18.890876447890093
22909,Altona,2/134 Civic Pde,2,u,672000.0,S,Sweeney,26/08/2017,11.0,3018.0,2.0,1.0,1.0,,,,Hobsons Bay City Council,-37.86476,144.83001000000002,Western Metropolitan,5301.0,18.18940022511084
22910,Altona,1/76 Queen St,2,u,801250.0,S,Sweeney,26/08/2017,11.0,3018.0,2.0,1.0,1.0,245.0,,,Hobsons Bay City Council,-37.870459999999994,144.83482,Western Metropolitan,5301.0,17.867059690835728
22912,Altona North,23 Hatherley Gr,3,h,791000.0,S,Jas,26/08/2017,9.4,3025.0,3.0,1.0,4.0,553.0,131.0,1960.0,Hobsons Bay City Council,-37.844840000000005,144.85017,Western Metropolitan,5132.0,16.25503716900606
22913,Altona North,51B MacDonald Av,3,t,730000.0,S,Williams,26/08/2017,9.4,3025.0,3.0,2.0,2.0,,127.0,2013.0,Hobsons Bay City Council,-37.83442,144.85789,Western Metropolitan,5132.0,15.602883744009475
22914,Armadale,16 Bailey Av,4,h,4060000.0,S,Marshall,26/08/2017,6.3,3143.0,4.0,2.0,1.0,574.0,191.0,1910.0,Stonnington City Council,-37.86325,145.02421999999999,Southern Metropolitan,4836.0,2.453356177188095
22916,Ascot Vale,22 Burton Cr,3,h,1180000.0,S,Nelson,26/08/2017,4.3,3032.0,3.0,2.0,2.0,,144.0,1999.0,Moonee Valley City Council,-37.77879,144.92358000000002,Western Metropolitan,6567.0,12.102130161668432
22917,Ascot Vale,6 MacArthur Av,4,h,1151000.0,S,Bullen,26/08/2017,4.3,3032.0,4.0,2.0,2.0,290.0,178.0,2012.0,Moonee Valley City Council,-37.77708,144.90913999999998,Western Metropolitan,6567.0,13.25623756644288
22918,Ashburton,28 Baker Pde,4,t,1650000.0,VB,Jellis,26/08/2017,10.2,3147.0,4.0,2.0,1.0,338.0,200.0,2005.0,Boroondara City Council,-37.86058,145.08542,Southern Metropolitan,3052.0,4.869687963086434
22921,Ashburton,59 Winton Rd,3,h,2550000.0,S,Marshall,26/08/2017,10.2,3147.0,3.0,2.0,3.0,1170.0,202.0,1950.0,Boroondara City Council,-37.87253,145.0705,Southern Metropolitan,3052.0,4.553587507471933
22922,Ashwood,1/18 Raymond St,4,t,1245000.0,S,Buxton,26/08/2017,10.2,3147.0,4.0,3.0,1.0,,146.0,1950.0,Monash City Council,-37.86561,145.10955,Southern Metropolitan,2894.0,7.045958573327379
22923,Balaclava,16 Grosvenor St,3,h,1680000.0,S,McGrath,26/08/2017,6.4,3183.0,3.0,1.0,,325.0,,,Port Phillip City Council,-37.87202,144.99123,Southern Metropolitan,2952.0,5.023264003699519
22924,Balaclava,6/98 Westbury St,3,t,1250000.0,S,Gary,26/08/2017,6.4,3183.0,3.0,3.0,2.0,,155.0,2009.0,Port Phillip City Council,-37.86756,144.99591999999998,Southern Metropolitan,2952.0,4.3900067954931785
22928,Balwyn North,6 Aquila St,5,h,3000000.0,VB,Marshall,26/08/2017,9.7,3104.0,5.0,4.0,2.0,830.0,,,Boroondara City Council,-37.78739,145.07388999999998,Southern Metropolitan,7809.0,7.047456524494713
22929,Balwyn North,33 Cityview Rd,3,h,1900000.0,S,Jellis,26/08/2017,9.7,3104.0,3.0,1.0,1.0,663.0,,,Boroondara City Council,-37.791309999999996,145.07861,Southern Metropolitan,7809.0,6.894492956998204
22931,Balwyn North,1 Hosken St,5,h,2800000.0,S,Marshall,26/08/2017,9.7,3104.0,5.0,2.0,2.0,1173.0,0.0,1960.0,Boroondara City Council,-37.80385,145.09094,Southern Metropolitan,7809.0,6.565354765272896
22932,Balwyn North,22 Kalonga Rd,4,h,1650000.0,PI,Jellis,26/08/2017,9.7,3104.0,4.0,2.0,3.0,868.0,,,Boroondara City Council,-37.802170000000004,145.10183,Southern Metropolitan,7809.0,7.425923903388975
22935,Bayswater,2/1 Orchard Rd,2,h,661000.0,S,Barry,26/08/2017,23.2,3153.0,2.0,2.0,1.0,,103.0,2007.0,Knox City Council,-37.83938,145.26473000000001,Eastern Metropolitan,5030.0,20.239752303035285
22938,Beaumaris,21 Hardinge St,5,h,2750000.0,S,Greg,26/08/2017,17.3,3193.0,5.0,3.0,3.0,,396.0,2016.0,Bayside City Council,-37.98738,145.03517,Southern Metropolitan,5366.0,16.04655631249817
22939,Beaumaris,11 Hastings Av,3,h,1589000.0,S,Hodges,26/08/2017,17.3,3193.0,3.0,2.0,2.0,596.0,,,Bayside City Council,-37.98045,145.04833,Southern Metropolitan,5366.0,15.32338098947509
22940,Beaumaris,12 McNamara St,4,h,1385000.0,S,hockingstuart,26/08/2017,17.3,3193.0,4.0,2.0,2.0,588.0,,,Bayside City Council,-37.97258,145.05123,Southern Metropolitan,5366.0,14.475812829386483
22941,Beaumaris,26 Reid St,4,h,2000000.0,VB,Buxton,26/08/2017,17.3,3193.0,4.0,3.0,4.0,,,,Bayside City Council,-37.99184,145.03526000000002,Southern Metropolitan,5366.0,16.54161508231704
22942,Bellfield,5 Davidson St,4,h,951000.0,S,Miles,26/08/2017,8.8,3081.0,4.0,1.0,1.0,654.0,,1960.0,Banyule City Council,-37.75399,145.03606000000002,Eastern Metropolitan,790.0,9.858963698047544
22945,Bentleigh,27 Marston St,4,h,1540000.0,S,Jellis,26/08/2017,11.4,3204.0,4.0,2.0,1.0,,,,Glen Eira City Council,-37.92503,145.04399999999998,Southern Metropolitan,6795.0,9.161534302599062
22946,Bentleigh,44 McLean Av,3,h,1300000.0,VB,Woodards,26/08/2017,11.4,3204.0,3.0,2.0,2.0,566.0,,,Glen Eira City Council,-37.91469,145.02788999999999,Southern Metropolitan,6795.0,8.001590210189972
22947,Bentleigh East,63 Barrington St,3,h,1372500.0,S,Jellis,26/08/2017,13.8,3165.0,3.0,1.0,2.0,,,,Glen Eira City Council,-37.91297,145.0735,Southern Metropolitan,10969.0,8.498067371208652
22948,Bentleigh East,16 Bevis St,5,h,1800000.0,VB,Gary,26/08/2017,13.8,3165.0,5.0,3.0,3.0,697.0,243.0,1960.0,Glen Eira City Council,-37.91865,145.05418,Southern Metropolitan,10969.0,8.588203167968555
22949,Bentleigh East,3 Box Ct,4,h,1655000.0,S,Buxton,26/08/2017,13.8,3165.0,4.0,2.0,2.0,,201.0,1956.0,Glen Eira City Council,-37.921820000000004,145.0515,Southern Metropolitan,10969.0,8.89142816388493
22951,Bentleigh East,50a Brady Rd,3,u,905000.0,SP,Woodards,26/08/2017,13.8,3165.0,3.0,2.0,2.0,,,,Glen Eira City Council,-37.93199,145.06646,Southern Metropolitan,10969.0,10.282094930303995
22955,Bentleigh East,9 Hill St,4,h,1200000.0,VB,Woodards,26/08/2017,13.8,3165.0,4.0,1.0,2.0,,,,Glen Eira City Council,-37.925470000000004,145.05957,Southern Metropolitan,10969.0,9.429390024575214
22957,Bentleigh East,21 Matthews Rd,3,h,1151000.0,S,Woodards,26/08/2017,13.8,3165.0,3.0,1.0,3.0,,,,Glen Eira City Council,-37.929140000000004,145.07295,Southern Metropolitan,10969.0,10.15196319897352
22958,Bentleigh East,28 Melva St,4,t,1130000.0,S,Buxton,26/08/2017,13.8,3165.0,4.0,2.0,2.0,270.0,183.0,2012.0,Glen Eira City Council,-37.90866,145.07533,Southern Metropolitan,10969.0,8.131260426791934
22960,Bentleigh East,47 Parkmore Rd,4,h,1370000.0,VB,Gary,26/08/2017,13.8,3165.0,4.0,3.0,3.0,605.0,186.0,1930.0,Glen Eira City Council,-37.91487,145.06623000000002,Southern Metropolitan,10969.0,8.461861481134804
22961,Bentleigh East,1 Sassella St,3,h,1311000.0,SP,Jellis,26/08/2017,13.8,3165.0,3.0,2.0,3.0,632.0,194.0,1950.0,Glen Eira City Council,-37.925990000000006,145.07537,Southern Metropolitan,10969.0,9.897358812400544
22962,Bentleigh East,6 Wolai Av,4,h,1150000.0,VB,Woodards,26/08/2017,13.8,3165.0,4.0,1.0,3.0,,,,Glen Eira City Council,-37.92122,145.07758,Southern Metropolitan,10969.0,9.480885202973557
22963,Black Rock,209 Beach Rd,3,h,1900000.0,S,Buxton,26/08/2017,17.3,3193.0,3.0,2.0,2.0,,,,Bayside City Council,-37.96374,145.01235,Southern Metropolitan,2866.0,13.56740597602842
22966,Black Rock,27 Second St,2,h,1090000.0,S,Buxton,26/08/2017,17.3,3193.0,2.0,1.0,2.0,,,,Bayside City Council,-37.978190000000005,145.02118000000002,Southern Metropolitan,2866.0,15.074342407431796
22967,Blackburn,3/29 Baldwin Rd,2,u,630100.0,SP,Woodards,26/08/2017,13.4,3130.0,2.0,1.0,1.0,,72.0,1965.0,Whitehorse City Council,-37.83121,145.1468,Eastern Metropolitan,5713.0,9.940065009056088
22968,Blackburn,10 Fir St,3,h,1350000.0,S,Noel,26/08/2017,13.4,3130.0,3.0,1.0,1.0,697.0,121.0,1950.0,Whitehorse City Council,-37.81511,145.15828,Eastern Metropolitan,5713.0,11.294563636827462
22969,Blackburn,4 Goodwin St,4,h,1660000.0,PI,Jellis,26/08/2017,13.4,3130.0,4.0,2.0,2.0,697.0,,,Whitehorse City Council,-37.81245,145.16416999999998,Eastern Metropolitan,5713.0,11.874939202753646
22972,Blackburn South,117 Fulton Rd,3,h,905000.0,S,Ray,26/08/2017,13.4,3130.0,3.0,2.0,2.0,887.0,150.0,1990.0,Whitehorse City Council,-37.8429,145.14895,Eastern Metropolitan,4387.0,10.044795959173332
22974,Blackburn South,20 Wreford Rd,3,h,1152000.0,S,Fletchers,26/08/2017,13.4,3130.0,3.0,1.0,3.0,584.0,,,Whitehorse City Council,-37.833729999999996,145.14493000000002,Eastern Metropolitan,4387.0,9.743812820819343
22975,Bonbeach,14 Haldane St,3,h,920000.0,S,Buxton,26/08/2017,27.0,3196.0,3.0,1.0,2.0,645.0,102.0,1950.0,Kingston City Council,-38.06688,145.12398000000002,South-Eastern Metropolitan,2887.0,26.07573845868412
22977,Boronia,2 Norwich St,4,h,728000.0,S,iTRAK,26/08/2017,25.0,3155.0,4.0,1.0,1.0,744.0,136.0,1970.0,Knox City Council,-37.85652,145.2758,Eastern Metropolitan,9704.0,21.262638873186887
22979,Box Hill,13 Cunningham St,5,h,1900000.0,PI,Buxton,26/08/2017,10.9,3128.0,5.0,3.0,2.0,613.0,133.0,1955.0,Whitehorse City Council,-37.82703,145.12938,Eastern Metropolitan,4605.0,8.505429196117682
22980,Box Hill,6A Kintore Cr,4,h,1325000.0,S,Buxton,26/08/2017,10.9,3128.0,4.0,3.0,1.0,,,,Whitehorse City Council,-37.82082,145.11805,Eastern Metropolitan,4605.0,7.721959238875236
22981,Braybrook,44 Carlton St,3,h,1200000.0,SP,Biggin,26/08/2017,8.6,3019.0,3.0,1.0,2.0,,94.0,1950.0,Maribyrnong City Council,-37.7803,144.84776000000002,Western Metropolitan,3589.0,17.874291484841695
22983,Briar Hill,2 Acacia Ct,3,h,735000.0,S,Morrison,26/08/2017,16.1,3088.0,3.0,2.0,1.0,,143.0,1970.0,Banyule City Council,-37.70863,145.12783000000002,Eastern Metropolitan,1390.0,16.997899647659708
22984,Briar Hill,77 Karingal Dr,4,h,1030000.0,S,Nelson,26/08/2017,16.1,3088.0,4.0,3.0,3.0,1061.0,312.0,1960.0,Banyule City Council,-37.705909999999996,145.13005,Eastern Metropolitan,1390.0,17.356775184648285
22985,Brighton,3 Adamson St,4,h,3200000.0,VB,Marshall,26/08/2017,10.5,3186.0,4.0,3.0,2.0,635.0,,1930.0,Bayside City Council,-37.91559,144.99885,Southern Metropolitan,10579.0,8.676191996947644
22987,Brighton,19/18 Cochrane St,2,u,550000.0,VB,Gary,26/08/2017,10.5,3186.0,2.0,2.0,2.0,,56.0,1975.0,Bayside City Council,-37.90415,144.9997,Southern Metropolitan,10579.0,7.477120893867548
22989,Brighton,53 Elwood St,4,h,2830000.0,S,Nick,26/08/2017,10.5,3186.0,4.0,2.0,2.0,700.0,202.0,1930.0,Bayside City Council,-37.90034,144.99608999999998,Southern Metropolitan,10579.0,7.238279810924205
22990,Brighton,44 Meek St,4,h,2260000.0,S,Nick,26/08/2017,10.5,3186.0,4.0,2.0,2.0,881.0,,2015.0,Bayside City Council,-37.90217,144.99337,Southern Metropolitan,10579.0,7.531029933342766
22993,Brighton East,76 Canberra Gr,3,h,2060000.0,S,Jellis,26/08/2017,10.3,3187.0,3.0,1.0,3.0,685.0,175.0,1950.0,Bayside City Council,-37.92364,145.01118,Southern Metropolitan,6938.0,9.20974455909699
22994,Brighton East,60 Cummins Rd,3,h,1650000.0,SP,Buxton,26/08/2017,10.3,3187.0,3.0,2.0,2.0,623.0,0.0,1920.0,Bayside City Council,-37.92698,145.02673000000001,Southern Metropolitan,6938.0,9.369524370377116
22996,Brighton East,375 South Rd,5,h,1650000.0,SP,Hodges,26/08/2017,10.3,3187.0,5.0,2.0,5.0,773.0,275.0,1950.0,Bayside City Council,-37.93203,145.02844,Southern Metropolitan,6938.0,9.918855893018558
22998,Brighton East,110 Thomas St,3,h,1380000.0,VB,Marshall,26/08/2017,10.3,3187.0,3.0,3.0,4.0,,192.0,1940.0,Bayside City Council,-37.90873,145.02501,Southern Metropolitan,6938.0,7.367565391772334
22999,Brighton East,4/24 Thomas St,2,u,561000.0,S,Gary,26/08/2017,10.3,3187.0,2.0,1.0,1.0,,,,Bayside City Council,-37.91688,145.02338999999998,Southern Metropolitan,6938.0,8.282714845714123
23002,Brunswick,1/208 Albion St,1,u,424000.0,SP,Jellis,26/08/2017,5.2,3056.0,1.0,1.0,,334.0,80.0,2009.0,Moreland City Council,-37.76078,144.96168,Northern Metropolitan,11918.0,11.153388363935662
23003,Brunswick,25 Horne St,4,h,1750000.0,S,Nelson,26/08/2017,5.2,3056.0,4.0,1.0,0.0,,103.0,1920.0,Moreland City Council,-37.77411,144.96941,Northern Metropolitan,11918.0,9.556773219691092
23005,Brunswick,84 Lydia St,3,h,1320000.0,SP,Jellis,26/08/2017,5.2,3056.0,3.0,1.0,,,155.0,1910.0,Moreland City Council,-37.771609999999995,144.96759,Northern Metropolitan,11918.0,9.87492136813959
